2019-12-02 00:00:00 Launching analysis for BacktestingAlgorithm.py with LEAN Engine v2.5.0.0
2020-04-07 16:00:00 Received data for GOOGL: Close Price = 1182.56
2020-04-07 16:00:00 No data available for AMZN at this time.
2020-04-07 16:00:00 No data available for TSLA at this time.
2020-04-07 16:00:00 No data available for JNJ at this time.
2020-04-07 16:00:00 No data available for PG at this time.
2020-04-08 16:00:00 Received data for AAPL: Close Price = 66.00584739
2020-04-08 16:00:00 No data available for MSFT at this time.
2020-04-08 16:00:00 Received data for GOOGL: Close Price = 1207.0
2020-04-08 16:00:00 No data available for AMZN at this time.
2020-04-08 16:00:00 No data available for TSLA at this time.
2020-04-08 16:00:00 No data available for JNJ at this time.
2020-04-08 16:00:00 No data available for PG at this time.
2020-04-09 16:00:00 Received data for AAPL: Close Price = 66.48215523
2020-04-09 16:00:00 No data available for MSFT at this time.
2020-04-09 16:00:00 Received data for GOOGL: Close Price = 1206.57
2020-04-09 16:00:00 No data available for AMZN at this time.
2020-04-09 16:00:00 No data available for TSLA at this time.
2020-04-09 16:00:00 No data available for JNJ at this time.
2020-04-09 16:00:00 No data available for PG at this time.
2020-04-13 16:00:00 Received data for AAPL: Close Price = 67.78704025
2020-04-13 16:00:00 No data available for MSFT at this time.
2020-04-13 16:00:00 Received data for GOOGL: Close Price = 1210.41
2020-04-13 16:00:00 No data available for AMZN at this time.
2020-04-13 16:00:00 No data available for TSLA at this time.
2020-04-13 16:00:00 No data available for JNJ at this time.
2020-04-13 16:00:00 No data available for PG at this time.
2020-04-14 16:00:00 Received data for AAPL: Close Price = 71.21050285
2020-04-14 16:00:00 No data available for MSFT at this time.
2020-04-14 16:00:00 Received data for GOOGL: Close Price = 1265.23
2020-04-14 16:00:00 No data available for AMZN at this time.
2020-04-14 16:00:00 No data available for TSLA at this time.
2020-04-14 16:00:00 No data available for JNJ at this time.
2020-04-14 16:00:00 No data available for PG at this time.
2020-04-15 16:00:00 Received data for AAPL: Close Price = 70.56054111
2020-04-15 16:00:00 No data available for MSFT at this time.
2020-04-15 16:00:00 Received data for GOOGL: Close Price = 1257.3
2020-04-15 16:00:00 No data available for AMZN at this time.
2020-04-15 16:00:00 No data available for TSLA at this time.
2020-04-15 16:00:00 No data available for JNJ at this time.
2020-04-15 16:00:00 No data available for PG at this time.
2020-04-16 16:00:00 Received data for AAPL: Close Price = 71.12119513
2020-04-16 16:00:00 No data available for MSFT at this time.
2020-04-16 16:00:00 Received data for GOOGL: Close Price = 1257.43
2020-04-16 16:00:00 No data available for AMZN at this time.
2020-04-16 16:00:00 No data available for TSLA at this time.
2020-04-16 16:00:00 No data available for JNJ at this time.
2020-04-16 16:00:00 No data available for PG at this time.
2020-04-17 16:00:00 Received data for AAPL: Close Price = 70.1561756
2020-04-17 16:00:00 No data available for MSFT at this time.
2020-04-17 16:00:00 Received data for GOOGL: Close Price = 1279.0
2020-04-17 16:00:00 No data available for AMZN at this time.
2020-04-17 16:00:00 No data available for TSLA at this time.
2020-04-17 16:00:00 No data available for JNJ at this time.
2020-04-17 16:00:00 No data available for PG at this time.
2020-04-20 16:00:00 Received data for AAPL: Close Price = 68.69996361
2020-04-20 16:00:00 No data available for MSFT at this time.
2020-04-20 16:00:00 Received data for GOOGL: Close Price = 1261.15
2020-04-20 16:00:00 No data available for AMZN at this time.
2020-04-20 16:00:00 No data available for TSLA at this time.
2020-04-20 16:00:00 No data available for JNJ at this time.
2020-04-20 16:00:00 No data available for PG at this time.
2020-04-21 16:00:00 Received data for AAPL: Close Price = 66.57642449
2020-04-21 16:00:00 No data available for MSFT at this time.
2020-04-21 16:00:00 Received data for GOOGL: Close Price = 1212.16
2020-04-21 16:00:00 No data available for AMZN at this time.
2020-04-21 16:00:00 No data available for TSLA at this time.
2020-04-21 16:00:00 No data available for JNJ at this time.
2020-04-21 16:00:00 No data available for PG at this time.
2020-04-22 16:00:00 Received data for AAPL: Close Price = 68.4940597
2020-04-22 16:00:00 No data available for MSFT at this time.
2020-04-22 16:00:00 Received data for GOOGL: Close Price = 1258.41
2020-04-22 16:00:00 No data available for AMZN at this time.
2020-04-22 16:00:00 No data available for TSLA at this time.
2020-04-22 16:00:00 No data available for JNJ at this time.
2020-04-22 16:00:00 No data available for PG at this time.
2020-04-23 16:00:00 Received data for AAPL: Close Price = 68.22861731
2020-04-23 16:00:00 No data available for MSFT at this time.
2020-04-23 16:00:00 Received data for GOOGL: Close Price = 1271.17
2020-04-23 16:00:00 No data available for AMZN at this time.
2020-04-23 16:00:00 No data available for TSLA at this time.
2020-04-23 16:00:00 No data available for JNJ at this time.
2020-04-23 16:00:00 No data available for PG at this time.
2020-04-24 16:00:00 Received data for AAPL: Close Price = 70.19834869
2020-04-24 16:00:00 No data available for MSFT at this time.
2020-04-24 16:00:00 Received data for GOOGL: Close Price = 1276.6
2020-04-24 16:00:00 No data available for AMZN at this time.
2020-04-24 16:00:00 No data available for TSLA at this time.
2020-04-24 16:00:00 No data available for JNJ at this time.
2020-04-24 16:00:00 No data available for PG at this time.
2020-04-27 16:00:00 Received data for AAPL: Close Price = 70.24796409
2020-04-27 16:00:00 No data available for MSFT at this time.
2020-04-27 16:00:00 Received data for GOOGL: Close Price = 1270.86
2020-04-27 16:00:00 No data available for AMZN at this time.
2020-04-27 16:00:00 No data available for TSLA at this time.
2020-04-27 16:00:00 No data available for JNJ at this time.
2020-04-27 16:00:00 No data available for PG at this time.
2020-04-28 16:00:00 Received data for AAPL: Close Price = 69.10929066
2020-04-28 16:00:00 No data available for MSFT at this time.
2020-04-28 16:00:00 Received data for GOOGL: Close Price = 1232.59
2020-04-28 16:00:00 No data available for AMZN at this time.
2020-04-28 16:00:00 No data available for TSLA at this time.
2020-04-28 16:00:00 No data available for JNJ at this time.
2020-04-28 16:00:00 No data available for PG at this time.
2020-04-29 16:00:00 Received data for AAPL: Close Price = 71.37919521
2020-04-29 16:00:00 No data available for MSFT at this time.
2020-04-29 16:00:00 Received data for GOOGL: Close Price = 1342.18
2020-04-29 16:00:00 No data available for AMZN at this time.
2020-04-29 16:00:00 No data available for TSLA at this time.
2020-04-29 16:00:00 No data available for JNJ at this time.
2020-04-29 16:00:00 No data available for PG at this time.
2020-04-30 16:00:00 Received data for AAPL: Close Price = 72.8850226
2020-04-30 16:00:00 No data available for MSFT at this time.
2020-04-30 16:00:00 Received data for GOOGL: Close Price = 1346.7
2020-04-30 16:00:00 No data available for AMZN at this time.
2020-04-30 16:00:00 No data available for TSLA at this time.
2020-04-30 16:00:00 No data available for JNJ at this time.
2020-04-30 16:00:00 No data available for PG at this time.
2020-05-01 16:00:00 Set holdings for AAPL to 31.43% based on market cap weighting
2020-05-01 16:00:00 Skipping MSFT due to invalid price or non-tradable status.
2020-05-01 16:00:00 Set holdings for GOOGL to 8.87% based on market cap weighting
2020-05-01 16:00:00 Skipping AMZN due to invalid price or non-tradable status.
2020-05-01 16:00:00 Skipping TSLA due to invalid price or non-tradable status.
2020-05-01 16:00:00 Skipping JNJ due to invalid price or non-tradable status.
2020-05-01 16:00:00 Skipping PG due to invalid price or non-tradable status.
2020-05-01 16:00:00 Received data for AAPL: Close Price = 71.71161839
2020-05-01 16:00:00 No data available for MSFT at this time.
2020-05-01 16:00:00 Received data for GOOGL: Close Price = 1317.32
2020-05-01 16:00:00 No data available for AMZN at this time.
2020-05-01 16:00:00 No data available for TSLA at this time.
2020-05-01 16:00:00 No data available for JNJ at this time.
2020-05-01 16:00:00 No data available for PG at this time.
2020-05-04 16:00:00 Received data for AAPL: Close Price = 72.72625332
2020-05-04 16:00:00 No data available for MSFT at this time.
2020-05-04 16:00:00 Received data for GOOGL: Close Price = 1322.9
2020-05-04 16:00:00 No data available for AMZN at this time.
2020-05-04 16:00:00 No data available for TSLA at this time.
2020-05-04 16:00:00 No data available for JNJ at this time.
2020-05-04 16:00:00 No data available for PG at this time.
2020-05-05 16:00:00 Received data for AAPL: Close Price = 73.81779212
2020-05-05 16:00:00 No data available for MSFT at this time.
2020-05-05 16:00:00 Received data for GOOGL: Close Price = 1349.02
2020-05-05 16:00:00 No data available for AMZN at this time.
2020-05-05 16:00:00 No data available for TSLA at this time.
2020-05-05 16:00:00 No data available for JNJ at this time.
2020-05-05 16:00:00 No data available for PG at this time.
2020-05-06 16:00:00 Received data for AAPL: Close Price = 74.57938851
2020-05-06 16:00:00 No data available for MSFT at this time.
2020-05-06 16:00:00 Received data for GOOGL: Close Price = 1345.43
2020-05-06 16:00:00 No data available for AMZN at this time.
2020-05-06 16:00:00 No data available for TSLA at this time.
2020-05-06 16:00:00 No data available for JNJ at this time.
2020-05-06 16:00:00 No data available for PG at this time.
2020-05-07 16:00:00 Received data for AAPL: Close Price = 75.35090798
2020-05-07 16:00:00 No data available for MSFT at this time.
2020-05-07 16:00:00 Received data for GOOGL: Close Price = 1369.28
2020-05-07 16:00:00 No data available for AMZN at this time.
2020-05-07 16:00:00 No data available for TSLA at this time.
2020-05-07 16:00:00 No data available for JNJ at this time.
2020-05-07 16:00:00 No data available for PG at this time.
2020-05-08 00:00:00 No data available for AAPL at this time.
2020-05-08 00:00:00 No data available for MSFT at this time.
2020-05-08 00:00:00 No data available for GOOGL at this time.
2020-05-08 00:00:00 No data available for AMZN at this time.
2020-05-08 00:00:00 No data available for TSLA at this time.
2020-05-08 00:00:00 No data available for JNJ at this time.
2020-05-08 00:00:00 No data available for PG at this time.
2020-05-08 16:00:00 Received data for AAPL: Close Price = 77.1443878115
2020-05-08 16:00:00 No data available for MSFT at this time.
2020-05-08 16:00:00 Received data for GOOGL: Close Price = 1384.34
2020-05-08 16:00:00 No data available for AMZN at this time.
2020-05-08 16:00:00 No data available for TSLA at this time.
2020-05-08 16:00:00 No data available for JNJ at this time.
2020-05-08 16:00:00 No data available for PG at this time.
2020-05-11 16:00:00 Received data for AAPL: Close Price = 78.3582807355
2020-05-11 16:00:00 No data available for MSFT at this time.
2020-05-11 16:00:00 Received data for GOOGL: Close Price = 1403.59
2020-05-11 16:00:00 No data available for AMZN at this time.
2020-05-11 16:00:00 No data available for TSLA at this time.
2020-05-11 16:00:00 No data available for JNJ at this time.
2020-05-11 16:00:00 No data available for PG at this time.
2020-05-12 16:00:00 Received data for AAPL: Close Price = 77.4627859555
2020-05-12 16:00:00 No data available for MSFT at this time.
2020-05-12 16:00:00 Received data for GOOGL: Close Price = 1375.18
2020-05-12 16:00:00 No data available for AMZN at this time.
2020-05-12 16:00:00 No data available for TSLA at this time.
2020-05-12 16:00:00 No data available for JNJ at this time.
2020-05-12 16:00:00 No data available for PG at this time.
2020-05-13 16:00:00 Received data for AAPL: Close Price = 76.5274914075
2020-05-13 16:00:00 No data available for MSFT at this time.
2020-05-13 16:00:00 Received data for GOOGL: Close Price = 1348.33
2020-05-13 16:00:00 No data available for AMZN at this time.
2020-05-13 16:00:00 No data available for TSLA at this time.
2020-05-13 16:00:00 No data available for JNJ at this time.
2020-05-13 16:00:00 No data available for PG at this time.
2020-05-14 16:00:00 Received data for AAPL: Close Price = 76.997626167
2020-05-14 16:00:00 No data available for MSFT at this time.
2020-05-14 16:00:00 Received data for GOOGL: Close Price = 1356.86
2020-05-14 16:00:00 No data available for AMZN at this time.
2020-05-14 16:00:00 No data available for TSLA at this time.
2020-05-14 16:00:00 No data available for JNJ at this time.
2020-05-14 16:00:00 No data available for PG at this time.
2020-05-15 16:00:00 Received data for AAPL: Close Price = 76.5424163205
2020-05-15 16:00:00 No data available for MSFT at this time.
2020-05-15 16:00:00 Received data for GOOGL: Close Price = 1373.06
2020-05-15 16:00:00 No data available for AMZN at this time.
2020-05-15 16:00:00 No data available for TSLA at this time.
2020-05-15 16:00:00 No data available for JNJ at this time.
2020-05-15 16:00:00 No data available for PG at this time.
2020-05-18 16:00:00 Received data for AAPL: Close Price = 78.345843308
2020-05-18 16:00:00 No data available for MSFT at this time.
2020-05-18 16:00:00 Received data for GOOGL: Close Price = 1385.18
2020-05-18 16:00:00 No data available for AMZN at this time.
2020-05-18 16:00:00 No data available for TSLA at this time.
2020-05-18 16:00:00 No data available for JNJ at this time.
2020-05-18 16:00:00 No data available for PG at this time.
2020-05-19 16:00:00 Received data for AAPL: Close Price = 77.893120947
2020-05-19 16:00:00 No data available for MSFT at this time.
2020-05-19 16:00:00 Received data for GOOGL: Close Price = 1374.4
2020-05-19 16:00:00 No data available for AMZN at this time.
2020-05-19 16:00:00 No data available for TSLA at this time.
2020-05-19 16:00:00 No data available for JNJ at this time.
